Dealer	StockNo	VIN	NewUsed	Year	Make	Model	Style	Engine	Transmission	ExtColor	IntColor	Mileage	Price	Accessories	Comments	Images
Byers Imports	082484	3VWRM71K68M024359	New	2008	Volkswagen	Jetta 2.5 SEL	4dr Sedan	2.5L	Tiptronic	Black	Anthracite	6	25450	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Interval Wipers, Keyless Entry, Leather Steering Wheel, Navigation System, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Remote Trunk Lid, Power Sunroof, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Child-Proof Locks, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Leather Seats, Rear Bench Seat, Alloy Wheels, Satellite Radio	Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1301_1.jpg, http://66.219.133.230/bi/bi-1301_2.jpg, http://66.219.133.230/bi/bi-1301_3.jpg, http://66.219.133.230/bi/bi-1301_4.jpg, http://66.219.133.230/bi/bi-1301_5.jpg, http://66.219.133.230/bi/bi-1301_6.jpg, http://66.219.133.230/bi/bi-1301_7.jpg, http://66.219.133.230/bi/bi-1301_8.jpg, http://66.219.133.230/bi/bi-1301_9.jpg
Byers Imports	082447	3VWRM71K68M022143	New	2008	Volkswagen	Jetta 2.5 SE	4dr Sedan	2.5L	Tiptronic	Reflex Silver	Anthracite	11	21475	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Interval Wipers, Keyless Entry, Leather Steering Wheel, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Remote Trunk Lid, Power Sunroof, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Child-Proof Locks, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Cloth Upholstery, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Leather Seats, Rear Bench Seat, Alloy Wheels, Satellite Radio	Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1303_1.jpg, http://66.219.133.230/bi/bi-1303_2.jpg, http://66.219.133.230/bi/bi-1303_3.jpg, http://66.219.133.230/bi/bi-1303_4.jpg, http://66.219.133.230/bi/bi-1303_5.jpg, http://66.219.133.230/bi/bi-1303_6.jpg, http://66.219.133.230/bi/bi-1303_7.jpg, http://66.219.133.230/bi/bi-1303_8.jpg, http://66.219.133.230/bi/bi-1303_9.jpg
Byers Imports	082520	3VWRM71K68M022269	New	2008	Volkswagen	Jetta 2.5 SE	4dr Sedan	2.5L	Tiptronic	Reflex Silver	Anthracite	10	21660	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Interval Wipers, Keyless Entry, Leather Steering Wheel, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Daytime Running Lights, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Remote Trunk Lid, Power Sunroof, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Child-Proof Locks, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Leather Seats, Power Drivers Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1317_1.jpg, http://66.219.133.230/bi/bi-1317_2.jpg, http://66.219.133.230/bi/bi-1317_3.jpg, http://66.219.133.230/bi/bi-1317_4.jpg, http://66.219.133.230/bi/bi-1317_5.jpg, http://66.219.133.230/bi/bi-1317_6.jpg, http://66.219.133.230/bi/bi-1317_7.jpg, http://66.219.133.230/bi/bi-1317_8.jpg, http://66.219.133.230/bi/bi-1317_9.jpg
Byers Imports	082361	3VWRM71K38M003498	New	2008	Volkswagen	Jetta	2.5 SE	2.5L	Automatic	Reflex Silver	Anthracite	203	21754	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Cruise Control, Interval Wipers, Keyless Entry, Leather Steering Wheel, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Power Sunroof, Rear Power Window, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Traction Control, Captain Chairs, Front Bucket Seats, Rear Bench Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1322_1.jpg, http://66.219.133.230/bi/bi-1322_2.jpg, http://66.219.133.230/bi/bi-1322_3.jpg, http://66.219.133.230/bi/bi-1322_4.jpg, http://66.219.133.230/bi/bi-1322_5.jpg, http://66.219.133.230/bi/bi-1322_6.jpg, http://66.219.133.230/bi/bi-1322_7.jpg, http://66.219.133.230/bi/bi-1322_8.jpg, http://66.219.133.230/bi/bi-1322_9.jpg
Byers Imports	082485	3VWRM71K68M025253	New	2008	Volkswagen	Jetta	2.5 SE	2.5L	Automatic	Platinum Gray	Art Gray	9	21660	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Cruise Control, Interval Wipers, Keyless Entry, Leather Steering Wheel, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Power Sunroof, Rear Power Window, Rear Window Defroster, Captain Chairs, Front Bucket Seats, Rear Bench Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1326_1.jpg, http://66.219.133.230/bi/bi-1326_2.jpg, http://66.219.133.230/bi/bi-1326_3.jpg, http://66.219.133.230/bi/bi-1326_4.jpg, http://66.219.133.230/bi/bi-1326_5.jpg, http://66.219.133.230/bi/bi-1326_6.jpg, http://66.219.133.230/bi/bi-1326_7.jpg, http://66.219.133.230/bi/bi-1326_8.jpg, http://66.219.133.230/bi/bi-1326_9.jpg
Byers Imports	20665	WAULC68E03A297452	Used	2003	Audi	A4	1.8T quattro AWD 4dr Sedan	1.8L 4-Cylinder	Automatic	Light Silver Metallic	Gray	43825	16495	Air Conditioning, Airbags Front Side-mounted, AM/FM In-dash 6-CD Player, Anti-theft Alarm System, Bench Rear Seat, Center Differential - Limited Slip, Cruise Control, Fog Lights, Front Center Console with Storage, Garage Door Opener, Heated Front Seats, Intermittent Wipers, Leather Seats, Power Door Locks, Power Driver Seat, Power Moonroof, Power Steering, Power Windows, Rear Defogger, Remote Trunk Release, Stability Control, Steering Wheel Leather Wrapped, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control, Trip Computer	Price Reduced!  Call us at  614-864-5180 or TOLL FREE IN OHIO ONLY at 866-717-9705	http://66.219.133.230/bi/bi-1333_1.jpg, http://66.219.133.230/bi/bi-1333_2.jpg, http://66.219.133.230/bi/bi-1333_3.jpg, http://66.219.133.230/bi/bi-1333_4.jpg, http://66.219.133.230/bi/bi-1333_5.jpg, http://66.219.133.230/bi/bi-1333_6.jpg, http://66.219.133.230/bi/bi-1333_7.jpg, http://66.219.133.230/bi/bi-1333_8.jpg, http://66.219.133.230/bi/bi-1333_9.jpg
Byers Imports	082687	WAUDF78E18A036064	New	2008	Audi	A4	4dr Sedan 2.0	2.0L	Automatic	Ibis White	Beige	169	34375	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Interval Wipers, Keyless Entry, Leather Steering Wheel, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Moonroof, Rear Power Window, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Traction Control, Captain Chairs, Front Bucket Seats, Heated Front Seats, Leather Seats, Lumbar Seats, Power Drivers Seat, Rear Bench Seat, Alloy Wheels	MOONROOF!  SIX GOOD REASONS TO BUY AN AUDI A4!1. The Insurance Institute for Highway Safety (IIHS) names the 2007 A4 as a “Top Safety Pick.”2. “In their recent review of the A4, CNET editors’ stress “Audi's all-wheel-drive Quattro system gives the 2007 Audi A4 2.0 T incredible handling,”3. Consumer Guide Automotive editors award the A4 the “Best Buy” rating, which signifies a vehicle that is ranked at the top of its class.4. As Car and Driver stated: "I love the 2.0 liter direct-injection engine - it's the most refined and linear turbo four I've ever revved..."— June, 20055. NewCarTestDrive.com says that the, "Audi A4 offers terrific handling, making it a lot of fun on winding roads, and it's outstanding at high speeds, stable, responsive, like it's on rails."6. Edmunds.com name the 2007 A4 models as “Editors’ Most Wanted.”Call TOLL FREE at 866-717-9705	http://66.219.133.230/bi/bi-1334_1.jpg, http://66.219.133.230/bi/bi-1334_2.jpg, http://66.219.133.230/bi/bi-1334_3.jpg, http://66.219.133.230/bi/bi-1334_4.jpg, http://66.219.133.230/bi/bi-1334_5.jpg, http://66.219.133.230/bi/bi-1334_6.jpg, http://66.219.133.230/bi/bi-1334_7.jpg, http://66.219.133.230/bi/bi-1334_8.jpg, http://66.219.133.230/bi/bi-1334_9.jpg
Byers Imports	073211A	SAJEA51D03XD08156	Used	2003	Jaguar	X-Type	2.5 4dr AWD Sedan	2.5L 6-Cylinder	Automatic	Platinum Metallic	Charcoal	59898	21995	Air Conditioning, Airbags Front Side-mounted, Anti-theft Alarm System, Bench Rear Seat, Cruise Control, Dash Trim Wood, Driver Seat 8-way Power, Fog Lights, Front Center Console with Storage, Garage Door Opener, Heated Front Seats, Intermittent Wipers, Leather and Wood Steering Wheel Trim, Leather Upholstery, Power Door Locks, Power Front Passenger Seat, Power Moonroof, Power Steering, Power Windows, Rear Defogger, Remote Trunk Release, Shift Knob Leather, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control, Trip Computer, Alloy Wheels		http://66.219.133.230/bi/bi-1336_1.jpg, http://66.219.133.230/bi/bi-1336_2.jpg, http://66.219.133.230/bi/bi-1336_3.jpg, http://66.219.133.230/bi/bi-1336_4.jpg, http://66.219.133.230/bi/bi-1336_5.jpg, http://66.219.133.230/bi/bi-1336_6.jpg, http://66.219.133.230/bi/bi-1336_7.jpg, http://66.219.133.230/bi/bi-1336_8.jpg, http://66.219.133.230/bi/bi-1336_9.jpg
Byers Imports	082642	SAJWA71B08SH21715	New	2008	Jaguar	XJ8	4dr Sedan	4.2L V8	Automatic	Pearl Gray	Dove/Granite	10	0	AM/FM Stereo, CD Player, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Heated Mirrors, Interval Wipers, Keyless Entry, Leather Steering Wheel, Navigation System, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Moonroof, Rear Power Window, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Captain Chairs, Front Bucket Seats, Heated Front Seats, Leather Seats, Lumbar Seats, Memory Seat, Power Drivers Seat, Power Passenger Seat, Alloy Wheels		http://66.219.133.230/bi/bi-1338_1.jpg, http://66.219.133.230/bi/bi-1338_2.jpg, http://66.219.133.230/bi/bi-1338_3.jpg, http://66.219.133.230/bi/bi-1338_4.jpg, http://66.219.133.230/bi/bi-1338_5.jpg, http://66.219.133.230/bi/bi-1338_6.jpg, http://66.219.133.230/bi/bi-1338_7.jpg, http://66.219.133.230/bi/bi-1338_8.jpg, http://66.219.133.230/bi/bi-1338_9.jpg
Byers Imports	20698	4S4BP61C977331401	Used	2007	Subaru	Outback	2.5i 4dr Wagon AWD	2.5L 4-Cylinder	Automatic	Willow Green	Taupe cloth	14118	19995	Air Conditioning, Airbags Dual Front Side-mounted, AM/FM CD Audio System, Anti-Lock Brakes, Audio System 100 Watts, Bucket Front Seats, Center Differential - Mechanical, Child Safety Locks, Cloth Upholstery, Cruise Control, Door Trim - Simulated Alloy, Driver Seat 8-way Power, Driver Seat Heated, Driver Seat Height Adjustable, External Temp, Fog Lights, Front Center Console with Storage, Intermittent Wipers, Low Fuel Level Indicator, Overhead Console, Passenger Seat Heated, Power Door Locks, Power Mirrors, Power Outlets - 12V Front And 12V Cargo Area, Power Windows, Reading Lights, Rear Defogger, Rear Folding Seats, Rear Spoiler, Rear Wiper, Remote Anti-theft Alarm System, Speed-proportional Power Steering, Steering Wheel Tilt Adjustable, Tachometer, Trip Computer	BALANCE OF FACTORY WARRANTY  BALANCE OF FACTORY WARRANTY!...GREAT CAR FAX and/or AUTO CHECK REPORT! 115 point inspection! .... The Subaru Outback is roomy and comfortable and can go almost anywhere. It's not the least expensive vehicle in its category, but it offers premium technology, lots of safety features, and excellent handling and all-weather capability. IT IS a great companion for the outback. Enjoy 23/28 mpg from the 175-hp engine. High mileage for an AWD! .....Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1340_1.jpg, http://66.219.133.230/bi/bi-1340_2.jpg, http://66.219.133.230/bi/bi-1340_3.jpg, http://66.219.133.230/bi/bi-1340_4.jpg, http://66.219.133.230/bi/bi-1340_5.jpg, http://66.219.133.230/bi/bi-1340_6.jpg, http://66.219.133.230/bi/bi-1340_7.jpg, http://66.219.133.230/bi/bi-1340_8.jpg, http://66.219.133.230/bi/bi-1340_9.jpg
Byers Imports	082646A	4S4BP86C854311515	Used	2005	Subaru	Outback	3.0 R L.L.Bean Edition AWD 4dr Wagon	3L 6-Cylinder	Automatic	Champagne Gold Opal/Granite Gray Opal	Taupe	27155	19995	AC Climate Control, Airbags Front Side-mounted, AM/FM In-dash 6-CD Player, Anti-theft Alarm System, Bench Rear Seat, Bucket Front Seats, Center Differential - Limited Slip, Cruise Control, Daytime Running Lights, Driver Seat 8-way Power, Fog Lights, Front Center Console with Storage, Intermittent Wipers, Leather Upholstery, Passenger Seat 4-way Power, Passenger Seat Heated, Power Door Locks, Power Glass Sunroof, Power Mirrors, Power Steering, Power Windows, Rear Folding Seats, Rear Spoiler, Rear Sunroof - Power Glass, Rear Window Wiper, Remote Trunk Release, Shift Knob Leather, Steering Wheel Audio Ctrls, Steering Wheel Leather and Wood, Steering Wheel Tilt Adjustable, Tachometer, Trip Computer, Alloy Wheels,  Roof Rack	TOP OF THE LINE  Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1345_1.jpg, http://66.219.133.230/bi/bi-1345_2.jpg, http://66.219.133.230/bi/bi-1345_3.jpg, http://66.219.133.230/bi/bi-1345_4.jpg, http://66.219.133.230/bi/bi-1345_5.jpg, http://66.219.133.230/bi/bi-1345_6.jpg, http://66.219.133.230/bi/bi-1345_7.jpg, http://66.219.133.230/bi/bi-1345_8.jpg, http://66.219.133.230/bi/bi-1345_9.jpg
Byers Imports	082468	JF1SG69688H707008	New	2008	Subaru	Forester	4dr Auto Sports XT	2.5L I4 EFI	4-Speed Automatic	Topaz Gold	Beige	6	30566	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Interval Wipers, Keyless Entry, Tilt Steering Wheel, Vanity Mirrors, Rear Spoiler, Roof Rack, Gauge Cluster, Tachometer, Trip Odometer, Daytime Running Lights, Fog Lights, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Remote Trunk Lid, Power Sunroof, Rear Window Defroster, Alarm System, Anti-Lock Brakes, Child-Proof Locks, Drivers Side Air Bag, Dual Air Bags, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Leather Seats, Power Drivers Seat, Rear Bench Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO ONLY at 866-717-9705	http://66.219.133.230/bi/bi-1353_1.jpg, http://66.219.133.230/bi/bi-1353_2.jpg, http://66.219.133.230/bi/bi-1353_3.jpg, http://66.219.133.230/bi/bi-1353_4.jpg, http://66.219.133.230/bi/bi-1353_5.jpg, http://66.219.133.230/bi/bi-1353_6.jpg, http://66.219.133.230/bi/bi-1353_7.jpg, http://66.219.133.230/bi/bi-1353_8.jpg, http://66.219.133.230/bi/bi-1353_9.jpg
Byers Imports	082645	4S4BP60C786328215	New	2008	Subaru	Outback	4dr Wagon	2.5L I4 EFI	5-Speed Manual	Harvest Gold	Beige	5	22986	AM/FM Stereo, CD Player, Air Conditioning, Center Console, Climate Control, Cruise Control, Floor Mats, Keyless Entry, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Daytime Running Lights, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Remote Trunk Lid, Alarm System, Anti-Lock Brakes, Front Bucket Seats	Call us at  614-864-5180 or TOLL FREE IN OHIO ONLY at 866-717-9705	http://66.219.133.230/bi/bi-1354_1.jpg, http://66.219.133.230/bi/bi-1354_2.jpg, http://66.219.133.230/bi/bi-1354_3.jpg, http://66.219.133.230/bi/bi-1354_4.jpg, http://66.219.133.230/bi/bi-1354_5.jpg, http://66.219.133.230/bi/bi-1354_6.jpg, http://66.219.133.230/bi/bi-1354_7.jpg, http://66.219.133.230/bi/bi-1354_8.jpg, http://66.219.133.230/bi/bi-1354_9.jpg
Byers Imports	082669	4S4BP86C784332487	New	2008	Subaru	Outback	Bean Edition Wagon	3.0L  V-6	Tiptronic	Deep Bronze	Beige	4	32323	AM/FM Stereo, CD Changer, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Interval Wipers, Keyless Entry, Leather Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Roof Rack, Gauge Cluster, Tachometer, Trip Odometer, Daytime Running Lights, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Remote Trunk Lid, Power Sunroof, Rear Window Defroster, Rear Window Wiper, Alarm System, Anti-Lock Brakes, Child-Proof Locks, Dual Air Bags, Fold Down Rear Seats, Front Bucket Seats, Leather Seats, Power Drivers Seat, Power Passenger Seat, Rear Bench Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO ONLY at 866-717-9705	http://66.219.133.230/bi/bi-1359_1.jpg, http://66.219.133.230/bi/bi-1359_2.jpg, http://66.219.133.230/bi/bi-1359_3.jpg, http://66.219.133.230/bi/bi-1359_4.jpg, http://66.219.133.230/bi/bi-1359_5.jpg, http://66.219.133.230/bi/bi-1359_6.jpg, http://66.219.133.230/bi/bi-1359_7.jpg, http://66.219.133.230/bi/bi-1359_8.jpg, http://66.219.133.230/bi/bi-1359_9.jpg
Byers Imports	082666	3VWPF31Y78M404809	New	2008	Volkswagen	New Beetle Convertible	2dr Auto S	2.5L	Tiptronic	Harvest Moon Beige	Cream	11	25065	AM/FM Stereo, CD Player, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Interval Wipers, Keyless Entry, Leather Steering Wheel, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Gauge Cluster, Tachometer, Trip Odometer, Daytime Running Lights, Power Brakes, Power Convertible Top, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Remote Trunk Lid, Alarm System, Anti-Lock Brakes, Drivers Side Air Bag, Dual Air Bags, Passenger Side Air Bag, Side Impact Air Bags, Front Bucket Seats, Heated Front Seats, Leather Seats, Rear Bench Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO at 866-717-9705	http://66.219.133.230/bi/bi-1360_1.jpg, http://66.219.133.230/bi/bi-1360_2.jpg, http://66.219.133.230/bi/bi-1360_3.jpg, http://66.219.133.230/bi/bi-1360_4.jpg, http://66.219.133.230/bi/bi-1360_5.jpg, http://66.219.133.230/bi/bi-1360_6.jpg, http://66.219.133.230/bi/bi-1360_7.jpg, http://66.219.133.230/bi/bi-1360_8.jpg, http://66.219.133.230/bi/bi-1360_9.jpg
Byers Imports	082648	4S4BP61C787332774	New	2008	Subaru	Outback	4dr Wagon	2.5L	Tiptronic	Harvest Gold	Beige	3	25606	AM/FM Stereo, CD Player, Air Conditioning, Center Arm Rest, Center Console, Climate Control, Cruise Control, Floor Mats, Heated Mirrors, Interval Wipers, Keyless Entry, Telescopic Steering Wheel, Tilt Steering Wheel, Vanity Mirrors, Rear Spoiler, Roof Rack, Gauge Cluster, Tachometer, Trip Odometer, Power Brakes, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Inside Hood Release, Rear Window Defroster, Rear Window Wiper, Alarm System, Anti-Lock Brakes, Child-Proof Locks, Side Impact Air Bags, Cloth Upholstery, Fold Down Rear Seats, Front Bucket Seats, Heated Front Seats, Power Drivers Seat, Rear Bench Seat, Alloy Wheels	Call us at  614-864-5180 or TOLL FREE IN OHIO ONLY at 866-717-9705	http://66.219.133.230/bi/bi-1362_1.jpg, http://66.219.133.230/bi/bi-1362_2.jpg, http://66.219.133.230/bi/bi-1362_3.jpg, http://66.219.133.230/bi/bi-1362_4.jpg, http://66.219.133.230/bi/bi-1362_5.jpg, http://66.219.133.230/bi/bi-1362_6.jpg, http://66.219.133.230/bi/bi-1362_7.jpg, http://66.219.133.230/bi/bi-1362_8.jpg, http://66.219.133.230/bi/bi-1362_9.jpg
